"title","authors","matched_title","matched_author","submitted","updated","score","num_reviews","id","arx_id","arx_id_match","match_type"
"Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs","[""Jean Maillard"", ""Stephen Clark"", ""Dani Yogatama""]","Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs","Jean Maillard|Stephen Clark|Dani Yogatama","2017-05-25 14:09:48","2017-05-25 14:09:48",5,3,"BJMuY-gRW",NA,"1705.09189v1","automatic"
"TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN","[""Xu Chen"", ""Jiang Wang"", ""Hao Ge""]","Training Generative Adversarial Networks via Primal-Dual Subgradient Methods: A Lagrangian Perspective on GAN","Xu Chen|Jiang Wang|Hao Ge","2018-02-06 02:31:43","2018-02-06 02:31:43",6.66666666666667,3,"BJNRFNlRW",NA,"1802.01765v1","automatic"
"Learning to Represent Programs with Graphs","[""Miltiadis Allamanis"", ""Marc Brockschmidt"", ""Mahmoud Khademi""]","Learning to Represent Programs with Graphs","Miltiadis Allamanis|Marc Brockschmidt|Mahmoud Khademi","2017-11-01 09:48:06","2018-05-04 20:30:53",8,3,"BJOFETxR-",NA,"1711.00740v3","automatic"
"Avoiding degradation in deep feed-forward networks by phasing out skip-connections","[""Ricardo Pio Monti"", ""Sina Tootoonian"", ""Robin Cao""]",NA,NA,NA,NA,6,3,"BJQPG5lR-",NA,NA,"automatic"
"Hierarchical Representations for Efficient Architecture Search","[""Hanxiao Liu"", ""Karen Simonyan"", ""Oriol Vinyals"", ""Chrisantha Fernando"", ""Koray Kavukcuoglu""]","Hierarchical Representations for Efficient Architecture Search","Hanxiao Liu|Karen Simonyan|Oriol Vinyals|Chrisantha Fernando|Koray Kavukcuoglu","2017-11-01 16:46:27","2018-02-22 22:31:30",6.66666666666667,3,"BJQRKzbA-",NA,"1711.00436v2","automatic"
"Compressing Word Embeddings via Deep Compositional Code Learning","[""Raphael Shu"", ""Hideki Nakayama""]","Compressing Word Embeddings via Deep Compositional Code Learning","Raphael Shu|Hideki Nakayama","2017-11-03 09:05:44","2017-11-17 15:31:45",7,3,"BJRZzFlRb",NA,"1711.01068v2","automatic"
"The Context-Aware Learner","[""Conor Durkan"", ""Amos Storkey"", ""Harrison Edwards""]",NA,NA,NA,NA,4.66666666666667,3,"BJRxfZbAW",NA,NA,"automatic"
"Unleashing the Potential of CNNs for Interpretable Few-Shot Learning","[""Boyang Deng"", ""Qing Liu"", ""Siyuan Qiao"", ""Alan Yuille""]",NA,NA,NA,NA,5.33333333333333,3,"BJ_QxP1AZ",NA,NA,"automatic"
"Recasting Gradient-Based Meta-Learning as Hierarchical Bayes","[""Erin Grant"", ""Chelsea Finn"", ""Sergey Levine"", ""Trevor Darrell"", ""Thomas Griffiths""]","Recasting Gradient-Based Meta-Learning as Hierarchical Bayes","Erin Grant|Chelsea Finn|Sergey Levine|Trevor Darrell|Thomas Griffiths","2018-01-26 18:47:02","2018-01-26 18:47:02",6.66666666666667,3,"BJ_UL-k0b",NA,"1801.08930v1","automatic"
"Deep Rewiring: Training very sparse deep networks","[""Guillaume Bellec"", ""David Kappel"", ""Wolfgang Maass"", ""Robert Legenstein""]","Deep Rewiring: Training very sparse deep networks","Guillaume Bellec|David Kappel|Wolfgang Maass|Robert Legenstein","2017-11-14 15:02:47","2018-08-07 18:12:10",6.33333333333333,3,"BJ_wN01C-",NA,"1711.05136v5","automatic"
"Hallucinating brains with artificial brains","[""Peiye Zhuang"", ""Alexander G. Schwing"", ""Oluwasanmi Koyejo""]",NA,NA,NA,NA,6.33333333333333,3,"BJaU__eCZ",NA,NA,"automatic"
"Graph Topological Features via GAN","[""Weiyi Liu"", ""Hal Cooper"", ""Min-Hwan Oh""]",NA,NA,NA,NA,3.66666666666667,3,"BJcAWaeCW",NA,NA,"automatic"
"Do GANs learn the distribution? Some Theory and Empirics","[""Sanjeev Arora"", ""Andrej Risteski"", ""Yi Zhang""]",NA,NA,NA,NA,6.66666666666667,3,"BJehNfW0-",NA,NA,"automatic"
"Characterizing Sparse Connectivity Patterns in Neural Networks","[""Sourya Dey"", ""Kuan-Wen Huang"", ""Peter A. Beerel"", ""Keith M. Chugg""]","Characterizing Sparse Connectivity Patterns in Neural Networks","Sourya Dey|Kuan-Wen Huang|Peter A. Beerel|Keith M. Chugg","2017-11-06 19:26:21","2019-04-25 23:42:23",4.33333333333333,3,"BJgPCveAW",NA,"1711.02131v5","automatic"
"AUTOMATA GUIDED HIERARCHICAL REINFORCEMENT LEARNING FOR ZERO-SHOT SKILL COMPOSITION","[""Xiao Li"", ""Yao Ma"", ""Calin Belta""]",NA,NA,NA,NA,4,3,"BJgVaG-Ab",NA,NA,"automatic"
"Unsupervised Adversarial Anomaly  Detection using One-Class Support Vector Machines","[""Prameesha Sandamal Weerasinghe"", ""Tansu Alpcan"", ""Sarah Monazam Erfani"", ""Christopher Leckie""]",NA,NA,NA,NA,4,3,"BJgd7m0xRZ",NA,NA,"automatic"
"Generative Discovery of Relational Medical Entity Pairs","[""Chenwei Zhang"", ""Yaliang Li"", ""Nan Du"", ""Wei Fan"", ""Philip S. Yu""]",NA,NA,NA,NA,3.33333333333333,3,"BJhxcGZCW",NA,NA,"automatic"
"A Bayesian Perspective on Generalization and Stochastic Gradient Descent","[""Samuel L. Smith and Quoc V. Le""]","A Bayesian Perspective on Generalization and Stochastic Gradient Descent","Samuel L. Smith|Quoc V. Le","2017-10-17 18:08:04","2018-02-14 19:42:20",5.66666666666667,3,"BJij4yg0Z",NA,"1710.06451v3","automatic"
"Few-Shot Learning with Graph Neural Networks","[""Victor Garcia Satorras"", ""Joan Bruna Estrach""]","Few-Shot Learning with Graph Neural Networks","Victor Garcia|Joan Bruna","2017-11-10 23:32:47","2018-02-20 16:52:36",7,3,"BJj6qGbRW",NA,"1711.04043v3","automatic"
"Continuous Convolutional Neural Networks for Image Classification","[""Vitor Guizilini"", ""Fabio Ramos""]",NA,NA,NA,NA,5,3,"BJjBnN9a-",NA,NA,"automatic"
"The loss surface and expressivity of deep convolutional neural networks","[""Quynh Nguyen"", ""Matthias Hein""]",NA,NA,NA,NA,5.5,4,"BJjquybCW",NA,NA,"automatic"
"Guide Actor-Critic for Continuous Control","[""Voot Tangkaratt"", ""Abbas Abdolmaleki"", ""Masashi Sugiyama""]","Guide Actor-Critic for Continuous Control","Voot Tangkaratt|Abbas Abdolmaleki|Masashi Sugiyama","2017-05-22 08:32:10","2018-02-22 04:32:24",5.66666666666667,3,"BJk59JZ0b",NA,"1705.07606v2","automatic"
"Global Optimality Conditions for Deep Neural Networks","[""Chulhee Yun"", ""Suvrit Sra"", ""Ali Jadbabaie""]","Global optimality conditions for deep neural networks","Chulhee Yun|Suvrit Sra|Ali Jadbabaie","2017-07-08 14:04:37","2018-03-24 05:26:13",6.66666666666667,3,"BJk7Gf-CZ",NA,"1707.02444v3","automatic"
"Bayesian Uncertainty Estimation for Batch Normalized Deep Networks","[""Mattias Teye"", ""Hossein Azizpour"", ""Kevin Smith""]","Bayesian Uncertainty Estimation for Batch Normalized Deep Networks","Mattias Teye|Hossein Azizpour|Kevin Smith","2018-02-18 22:21:36","2018-07-16 14:56:19",5.33333333333333,3,"BJlrSmbAZ",NA,"1802.06455v2","automatic"
"Unseen Class Discovery in Open-world Classification","[""Lei Shu"", ""Hu Xu"", ""Bing Liu""]","Unseen Class Discovery in Open-world Classification","Lei Shu|Hu Xu|Bing Liu","2018-01-17 09:50:41","2018-01-17 09:50:41",4.66666666666667,3,"BJluxbWC-",NA,"1801.05609v1","automatic"
"Dynamic Neural Program Embeddings for Program Repair","[""Ke Wang"", ""Rishabh Singh"", ""Zhendong Su""]","Dynamic Neural Program Embedding for Program Repair","Ke Wang|Rishabh Singh|Zhendong Su","2017-11-20 06:02:06","2018-06-30 00:33:27",6.66666666666667,3,"BJuWrGW0Z","1711.07163","1711.07163v4","manual_title"
"Cross-View Training for Semi-Supervised Learning","[""Kevin Clark"", ""Thang Luong"", ""Quoc V. Le""]",NA,NA,NA,NA,4.66666666666667,3,"BJubPWZRW",NA,NA,"automatic"
"Neural Clustering By Predicting And Copying Noise","[""Sam Coope"", ""Andrej Zukov-Gregoric"", ""Yoram Bachrach""]",NA,NA,NA,NA,5,3,"BJvVbCJCb",NA,NA,"automatic"
"Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update","[""Su Young Lee"", ""Sungik Choi"", ""Sae-Young Chung""]","Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update","Su Young Lee|Sungik Choi|Sae-Young Chung","2018-05-31 08:28:24","2019-11-12 04:16:25",5,3,"BJvWjcgAZ",NA,"1805.12375v3","automatic"
"Capturing Human Category Representations by Sampling in Deep Feature Spaces","[""Joshua Peterson"", ""Krishan Aghi"", ""Jordan Suchow"", ""Alexander Ku"", ""Tom Griffiths""]","Capturing human category representations by sampling in deep feature spaces","Joshua C. Peterson|Jordan W. Suchow|Krisha Aghi|Alexander Y. Ku|Thomas L. Griffiths","2018-05-19 19:31:48","2018-05-19 19:31:48",5.33333333333333,3,"BJy0fcgRZ",NA,"1805.07644v1","automatic"
"Accelerating Neural Architecture Search using Performance Prediction","[""Bowen Baker*"", ""Otkrist Gupta*"", ""Ramesh Raskar"", ""Nikhil Naik""]","Accelerating Neural Architecture Search using Performance Prediction","Bowen Baker|Otkrist Gupta|Ramesh Raskar|Nikhil Naik","2017-05-30 19:00:53","2017-11-08 16:09:35",5.33333333333333,3,"BJypUGZ0Z",NA,"1705.10823v2","automatic"
"TD Learning with Constrained Gradients","[""Ishan Durugkar"", ""Peter Stone""]",NA,NA,NA,NA,3,3,"Bk-ofQZRb",NA,NA,"automatic"
"Sensor Transformation Attention Networks","[""Stefan Braun"", ""Daniel Neil"", ""Enea Ceolini"", ""Jithendar Anumula"", ""Shih-Chii Liu""]","Sensor Transformation Attention Networks","Stefan Braun|Daniel Neil|Enea Ceolini|Jithendar Anumula|Shih-Chii Liu","2017-08-03 06:35:36","2017-08-03 06:35:36",4.66666666666667,3,"Bk346Ok0W",NA,"1708.01015v1","automatic"
"Efficient Exploration through Bayesian   Deep Q-Networks","[""Kamyar Azizzadenesheli"", ""Emma Brunskill"", ""Animashree Anandkumar""]","Efficient Exploration through Bayesian Deep Q-Networks","Kamyar Azizzadenesheli|Animashree Anandkumar","2018-02-13 00:48:17","2019-09-06 20:54:19",5.33333333333333,3,"Bk6qQGWRb",NA,"1802.04412v4","automatic"
"Exploring Asymmetric Encoder-Decoder Structure for Context-based Sentence Representation Learning","[""Shuai Tang"", ""Hailin Jin"", ""Chen Fang"", ""Zhaowen Wang"", ""Virginia R. de Sa""]",NA,NA,NA,NA,5.33333333333333,3,"Bk7wvW-C-",NA,NA,"automatic"
"Eigenoption Discovery through the Deep Successor Representation","[""Marlos C. Machado"", ""Clemens Rosenbaum"", ""Xiaoxiao Guo"", ""Miao Liu"", ""Gerald Tesauro"", ""Murray Campbell""]","Eigenoption Discovery through the Deep Successor Representation","Marlos C. Machado|Clemens Rosenbaum|Xiaoxiao Guo|Miao Liu|Gerald Tesauro|Murray Campbell","2017-10-30 17:36:19","2018-02-23 21:55:05",7.33333333333333,3,"Bk8ZcAxR-",NA,"1710.11089v3","automatic"
" Neural Map: Structured Memory for Deep Reinforcement Learning","[""Emilio Parisotto"", ""Ruslan Salakhutdinov""]","Neural Map: Structured Memory for Deep Reinforcement Learning","Emilio Parisotto|Ruslan Salakhutdinov","2017-02-27 16:32:27","2017-02-27 16:32:27",7.33333333333333,3,"Bk9zbyZCZ",NA,"1702.08360v1","automatic"
"Stable Distribution Alignment Using the Dual of the Adversarial Distance","[""Ben Usman"", ""Kate Saenko"", ""Brian Kulis""]","Stable Distribution Alignment Using the Dual of the Adversarial Distance","Ben Usman|Kate Saenko|Brian Kulis","2017-07-13 09:50:14","2018-01-30 20:49:21",5.66666666666667,3,"BkA7gfZAb",NA,"1707.04046v4","automatic"
"Regret Minimization for Partially Observable Deep Reinforcement Learning","[""Peter H. Jin"", ""Sergey Levine"", ""Kurt Keutzer""]","Regret Minimization for Partially Observable Deep Reinforcement Learning","Peter Jin|Kurt Keutzer|Sergey Levine","2017-10-31 12:15:38","2018-10-25 00:58:42",5.33333333333333,3,"BkCV_W-AZ",NA,"1710.11424v2","automatic"
"Learning temporal evolution of probability distribution with Recurrent Neural Network","[""Kyongmin Yeo"", ""Igor Melnyk"", ""Nam Nguyen"", ""Eun Kyung Lee""]",NA,NA,NA,NA,5.66666666666667,3,"BkDB51WR-",NA,NA,"automatic"
"Theoretical properties of the global optimizer of two-layer Neural Network","[""Digvijay Boob"", ""Guanghui Lan""]","Theoretical properties of the global optimizer of two layer neural network","Digvijay Boob|Guanghui Lan","2017-10-30 21:10:17","2017-10-30 21:10:17",6,3,"BkIkkseAZ",NA,"1710.11241v1","automatic"
"Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models","[""Pouya Samangouei"", ""Maya Kabkab"", ""Rama Chellappa""]","Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models","Pouya Samangouei|Maya Kabkab|Rama Chellappa","2018-05-17 05:38:55","2018-05-18 00:20:52",6.66666666666667,3,"BkJ3ibb0-",NA,"1805.06605v2","automatic"
"Improving GAN Training via Binarized Representation Entropy (BRE) Regularization","[""Yanshuai Cao"", ""Gavin Weiguang Ding"", ""Kry Yik-Chau Lui"", ""Ruitong Huang""]","Improving GAN Training via Binarized Representation Entropy (BRE) Regularization","Yanshuai Cao|Gavin Weiguang Ding|Kry Yik-Chau Lui|Ruitong Huang","2018-05-09 06:31:24","2018-05-09 06:31:24",5.66666666666667,3,"BkLhaGZRW",NA,"1805.03644v1","automatic"
"Learning to Optimize Neural Nets","[""Ke Li"", ""Jitendra Malik""]","Learning to Optimize Neural Nets","Ke Li|Jitendra Malik","2017-03-01 18:52:23","2017-11-30 18:59:01",5.66666666666667,3,"BkM27IxR-",NA,"1703.00441v2","automatic"
"Adversarially Regularized Autoencoders","[""Junbo (Jake) Zhao"", ""Yoon Kim"", ""Kelly Zhang"", ""Alexander M. Rush"", ""Yann LeCun""]","Adversarially Regularized Autoencoders","Jake Zhao|Yoon Kim|Kelly Zhang|Alexander M. Rush|Yann LeCun","2017-06-13 19:00:53","2018-06-29 00:07:16",5.75,4,"BkM3ibZRW",NA,"1706.04223v3","automatic"
"Identifying Analogies Across Domains","[""Yedid Hoshen"", ""Lior Wolf""]",NA,NA,NA,NA,5.33333333333333,3,"BkN_r2lR-",NA,NA,"automatic"
"Piecewise Linear Neural Networks verification: A comparative study","[""Rudy Bunel"", ""Ilker Turkaslan"", ""Philip H.S. Torr"", ""Pushmeet Kohli"", ""M. Pawan Kumar""]",NA,NA,NA,NA,4.66666666666667,3,"BkPrDFgR-",NA,NA,"automatic"
"Discrete Autoencoders for Sequence Models","[""Lukasz Kaiser"", ""Samy Bengio""]","Discrete Autoencoders for Sequence Models","Łukasz Kaiser|Samy Bengio","2018-01-29 23:36:11","2018-01-29 23:36:11",5,3,"BkQCGzZ0-",NA,"1801.09797v1","automatic"
"Variational Continual Learning","[""Cuong V. Nguyen"", ""Yingzhen Li"", ""Thang D. Bui"", ""Richard E. Turner""]","Variational Continual Learning","Cuong V. Nguyen|Yingzhen Li|Thang D. Bui|Richard E. Turner","2017-10-29 15:30:58","2018-05-20 14:51:43",6,3,"BkQqq0gRb",NA,"1710.10628v3","automatic"
"Semi-supervised Outlier Detection using Generative And Adversary Framework","[""Jindong Gu"", ""Matthias Schubert"", ""Volker Tresp""]",NA,NA,NA,NA,3.66666666666667,3,"BkS3fnl0W",NA,NA,"automatic"
"A New Method of Region Embedding for Text Classification","[""chao qiao"", ""bo huang"", ""guocheng niu"", ""daren li"", ""daxiang dong"", ""wei he"", ""dianhai yu"", ""hua wu""]",NA,NA,NA,NA,6,3,"BkSDMA36Z",NA,NA,"automatic"
"Pointing Out SQL Queries From Text","[""Chenglong Wang"", ""Marc Brockschmidt"", ""Rishabh Singh""]",NA,NA,NA,NA,4.66666666666667,3,"BkUDW_lCb",NA,NA,"automatic"
"Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach","[""Tsui-Wei Weng*"", ""Huan Zhang*"", ""Pin-Yu Chen"", ""Jinfeng Yi"", ""Dong Su"", ""Yupeng Gao"", ""Cho-Jui Hsieh"", ""Luca Daniel""]","Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach","Tsui-Wei Weng|Huan Zhang|Pin-Yu Chen|Jinfeng Yi|Dong Su|Yupeng Gao|Cho-Jui Hsieh|Luca Daniel","2018-01-31 17:51:32","2018-01-31 17:51:32",7,3,"BkUHlMZ0b",NA,"1801.10578v1","automatic"
"Boosting the Actor with Dual Critic","[""Bo Dai"", ""Albert Shaw"", ""Niao He"", ""Lihong Li"", ""Le Song""]","Boosting the Actor with Dual Critic","Bo Dai|Albert Shaw|Niao He|Lihong Li|Le Song","2017-12-29 17:17:58","2017-12-29 17:17:58",6,3,"BkUp6GZRW",NA,"1712.10282v1","automatic"
"Label Embedding Network: Learning Label Representation for Soft Training of Deep Networks","[""Xu Sun"", ""Bingzhen Wei"", ""Xuancheng Ren"", ""Shuming Ma""]","Label Embedding Network: Learning Label Representation for Soft Training of Deep Networks","Xu Sun|Bingzhen Wei|Xuancheng Ren|Shuming Ma","2017-10-28 05:42:19","2017-10-28 05:42:19",3.66666666666667,3,"BkVf1AeAZ",NA,"1710.10393v1","automatic"
"Deep Generative Dual Memory Network for Continual Learning","[""Nitin Kamra"", ""Umang Gupta"", ""Yan Liu""]","Deep Generative Dual Memory Network for Continual Learning","Nitin Kamra|Umang Gupta|Yan Liu","2017-10-28 01:45:43","2018-05-25 21:58:08",6,3,"BkVsWbbAW",NA,"1710.10368v2","automatic"
"Beyond Shared Hierarchies: Deep Multitask Learning through Soft Layer Ordering","[""Elliot Meyerson"", ""Risto Miikkulainen""]","Beyond Shared Hierarchies: Deep Multitask Learning through Soft Layer Ordering","Elliot Meyerson|Risto Miikkulainen","2017-10-31 20:55:06","2018-02-13 02:05:34",6.66666666666667,3,"BkXmYfbAZ",NA,"1711.00108v2","automatic"
"Long Term Memory Network for Combinatorial Optimization Problems","[""Hazem A. A. Nomer"", ""Abdallah Aboutahoun"", ""Ashraf Elsayed""]",NA,NA,NA,NA,3.66666666666667,3,"Bk_fs6gA-",NA,NA,"automatic"
"Consequentialist conditional cooperation in social dilemmas with imperfect information","[""Alexander Peysakhovich"", ""Adam Lerer""]","Consequentialist conditional cooperation in social dilemmas with imperfect information","Alexander Peysakhovich|Adam Lerer","2017-10-19 00:54:53","2018-03-02 14:54:33",6,3,"BkabRiQpb",NA,"1710.06975v2","automatic"
"Combination of Supervised and Reinforcement Learning For Vision-Based Autonomous Control","[""Dmitry Kangin"", ""Nicolas Pugeault""]",NA,NA,NA,NA,4,3,"BkeC_J-R-",NA,NA,"automatic"
"Unsupervised Cipher Cracking Using Discrete GANs","[""Aidan N. Gomez"", ""Sicong Huang"", ""Ivan Zhang"", ""Bryan M. Li"", ""Muhammad Osama"", ""Lukasz Kaiser""]","Unsupervised Cipher Cracking Using Discrete GANs","Aidan N. Gomez|Sicong Huang|Ivan Zhang|Bryan M. Li|Muhammad Osama|Lukasz Kaiser","2018-01-15 17:32:04","2018-01-15 17:32:04",7.33333333333333,3,"BkeqO7x0-",NA,"1801.04883v1","automatic"
"Neuron as an Agent","[""Shohei Ohsawa"", ""Kei Akuzawa"", ""Tatsuya Matsushima"", ""Gustavo Bezerra"", ""Yusuke Iwasawa"", ""Hiroshi Kajino"", ""Seiya Takenaka"", ""Yutaka Matsuo""]",NA,NA,NA,NA,5.33333333333333,3,"BkfEzz-0-",NA,NA,"automatic"
"Baseline-corrected space-by-time non-negative matrix factorization for decoding single trial population spike trains","[""Arezoo Alizadeh"", ""Marion Mutter"", ""Thomas M\u00fcnch"", ""Arno Onken"", ""Stefano Panzeri""]",NA,NA,NA,NA,5.33333333333333,3,"Bki1Ct1AW",NA,NA,"automatic"
"Inference Suboptimality in Variational Autoencoders","[""Chris Cremer"", ""Xuechen Li"", ""David Duvenaud""]","Inference Suboptimality in Variational Autoencoders","Chris Cremer|Xuechen Li|David Duvenaud","2018-01-10 21:24:59","2018-05-27 18:04:22",6,3,"Bki4EfWCb",NA,"1801.03558v3","automatic"
"Do Deep Reinforcement Learning Algorithms really Learn to Navigate?","[""Shurjo Banerjee"", ""Vikas Dhiman"", ""Brent Griffin"", ""Jason J. Corso""]",NA,NA,NA,NA,4.33333333333333,3,"BkiIkBJ0b",NA,NA,"automatic"
"Zero-Shot Visual Imitation","[""Deepak Pathak"", ""Parsa Mahmoudieh"", ""Guanghao Luo"", ""Pulkit Agrawal"", ""Dian Chen"", ""Yide Shentu"", ""Evan Shelhamer"", ""Jitendra Malik"", ""Alexei A. Efros"", ""Trevor Darrell""]","Zero-Shot Visual Imitation","Deepak Pathak|Parsa Mahmoudieh|Guanghao Luo|Pulkit Agrawal|Dian Chen|Yide Shentu|Evan Shelhamer|Jitendra Malik|Alexei A. Efros|Trevor Darrell","2018-04-23 17:58:26","2018-04-23 17:58:26",7.66666666666667,3,"BkisuzWRW",NA,"1804.08606v1","automatic"
"Inducing Grammars with and for Neural Machine Translation","[""Ke Tran"", ""Yonatan Bisk""]","Inducing Grammars with and for Neural Machine Translation","Ke Tran|Yonatan Bisk","2018-05-28 10:19:38","2018-05-28 10:19:38",4.66666666666667,3,"Bkl1uWb0Z",NA,"1805.10850v1","automatic"
"On the Construction and Evaluation of Color Invariant Networks","[""Konrad Groh""]",NA,NA,NA,NA,3.33333333333333,3,"BkoCeqgR-",NA,NA,"automatic"
"Shifting Mean Activation Towards Zero with Bipolar Activation Functions","[""Lars Hiller Eidnes"", ""Arild N\u00f8kland""]","Shifting Mean Activation Towards Zero with Bipolar Activation Functions","Lars Eidnes|Arild Nøkland","2017-09-12 20:44:15","2018-03-15 01:59:24",4.66666666666667,3,"BkoXnkWAb",NA,"1709.04054v3","automatic"
"Iterative temporal differencing with fixed random feedback alignment support spike-time dependent plasticity in vanilla backpropagation for deep learning","[""Aras Dargazany"", ""Kunal Mankodiya""]",NA,NA,NA,NA,2.33333333333333,3,"BkpXqwUTZ",NA,NA,"automatic"
"Decision Boundary Analysis of Adversarial Examples","[""Warren He"", ""Bo Li"", ""Dawn Song""]",NA,NA,NA,NA,6,3,"BkpiPMbA-",NA,NA,"automatic"
